elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,1.0533E-4,0.00118614,0.0112629,0.0364676,0.0967345,0.235315,0.688732,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0267527,0.0589613,0.132249,0.292976,0.688371,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00237897,0.00605516,0.00395123,0.00592773,0.00740201,0.00267283,5.57113E-5,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,refined liquids,electricity,refined liquids (steam/CT),0.0167247,0.0221465,0.0330205,0.040079,0.0266564,0.0248945,0.0132836,0.0101597,0.00606517,0.00157133,4.75762E-5,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0118938,0.0458545,0.100348,0.186723,0.377746,0.723838,1.19936,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.77048E-7,5.24508E-6,1.32698E-4,8.58864E-4,0.0046419,0.0202416,0.101554,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,solar,electricity,PV,0.0,1.95E-5,1.51801E-4,0.00239014,0.00450834,0.0116075,0.046128999999999996,0.1075246,0.2291916,0.45349946,1.0029452600000002,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.43241E-6,7.00432E-6,1.3093032000000002E-4,7.778363200000001E-4,0.00407507632,0.01788067632,0.09158174391,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,wind,electricity,wind,0.0,9.0E-6,2.87002E-5,2.84685E-4,0.0026333449999999996,0.009747954999999999,0.059392755000000005,0.156500355,0.354205355,0.73054467,1.63636001,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.39727E-5,1.713917E-4,0.0034553117,0.0183811117,0.07276751170000001,0.201559539,0.46883112,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,4.68498E-6,2.7193780000000002E-5,3.0145077999999996E-4,0.00124143878,0.00473206878,0.01707456878,0.0838576838,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Argentina,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0012075,0.00346404,0.00646986,0.0111546,0.0195583,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Argentina,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,5.65336E-4,9.44762E-4,0.00108952,6.04254E-4,2.52251E-5,8.39429E-8,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Argentina,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.00801545,0.0268743,0.0466576,0.0622397,0.0701255,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Argentina,biomass,electricity,biomass (conv),3.852E-4,0.0046332,0.00790199,0.00769598,0.0076345,0.00981111,0.0107552,0.00910102,0.00185527,4.13084E-5,1.25056E-7,0.0,0.0,0.0,EJ,
