elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,solar,electricity,CSP,0.0,0.0,0.0,1.44014E-5,1.44014E-5,1.44014E-5,1.44014E-5,1.44014E-5,1.44014E-5,0.0,0.0,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.07713E-6,1.51433E-5,1.85278E-4,0.00107366,0.00392636,0.0128676,0.0435478,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,solar,electricity,PV,0.0,7.19925E-6,7.67546E-4,0.00108061,0.013558009999999999,0.04516281,0.11767711,0.23260911,0.37112811,0.5484315,0.7792181,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,8.21867E-6,2.688357E-5,2.3810557E-4,0.00125382557,0.004462415569999999,0.01472901557,0.0510308969,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,wind,electricity,wind,0.0,0.0028798,0.00826522,0.0181619,0.0429891,0.0764155,0.1749756,0.3388626,0.5418966000000001,0.7969507,1.1624915,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.00765E-4,0.001212155,0.009623935,0.040420134999999996,0.10917363499999999,0.24690787,0.50240548,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,8.29705E-5,2.558315E-4,0.0010902265,0.0033061465,0.0077118365,0.017859536500000002,0.048136366,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,4.19467E-5,5.49204E-4,0.00191157,0.00513089,0.0126101,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,7.67176E-5,9.16808E-5,1.45663E-4,1.68826E-4,3.77335E-5,1.26658E-7,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,2.24699E-4,0.00392767,0.0110175,0.0200274,0.0289207,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,biomass,electricity,biomass (conv),0.0,0.0,4.03208E-4,5.6803E-4,5.16334E-4,8.91245E-4,9.3567E-4,0.00101512,6.81972E-4,4.39519E-5,1.1175E-7,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,3.43562E-4,0.00401255,0.0138801,0.0317024,0.0537948,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0024276,0.00258097,0.00311424,0.00298951,5.01228E-4,1.79848E-6,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,5.03554E-4,0.0049556,0.0151662,0.0299082,0.0422307,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,coal,electricity,coal (conv pul),0.0213304,0.0204675,0.0126981,0.0266776,0.0295236,0.0362135,0.0298912,0.0210207,0.012597,0.0013697,4.52627E-6,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.00213428,0.0186455,0.0527632,0.11509,0.215817,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,gas,electricity,gas (CC),0.0,7.82675E-4,0.0,0.00985276,0.0105332,0.015729,0.0150365,0.0153277,0.015265,0.0118783,6.45952E-4,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,gas,electricity,gas (steam/CT),0.0,0.00337894,0.00860181,0.0189815,0.0182686,0.0210291,0.0188124,0.0160154,0.011575,0.00327158,4.4646E-5,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Southern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,1.27789E-4,7.69664E-4,0.00135451,0.00676788,0.0177297,0.0350204,0.0632081,0.0,0.0,0.0,EJ,
