elec gen by gen tech and cooling tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.21097E-4,0.001275687,0.008085327,0.029594227,0.086925627,0.20569853,0.40859594,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,7.83888E-5,5.084138E-4,0.0027804538,0.0095776238,0.0265150238,0.060141823799999994,0.114993235,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.031452,0.136251,0.242004,0.329696,0.408547,0.481264,0.563082,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC),biomass (IGCC) (dry cooling),0.0,0.0,0.0,0.0,0.0,4.21556E-5,1.235362E-4,2.4086969999999997E-4,3.888868E-4,5.57854E-4,7.384466E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC),biomass (IGCC) (once through),0.0,0.0,0.0,0.0,0.0,8.29839E-6,1.950395E-5,2.9875940000000002E-5,3.788725E-5,4.283163E-5,4.434803E-5,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC),biomass (IGCC) (recirculating),0.0,0.0,0.0,0.0,0.0,4.58647E-4,0.001357636,0.002669018,0.0043334210000000005,0.0062503,0.008308216,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC),biomass (IGCC) (seawater),0.0,0.0,0.0,0.0,0.0,1.84051E-5,5.46261E-5,1.076938E-4,1.752704E-4,2.533538E-4,3.37498E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (conv),biomass (conv) (dry cooling),0.0,0.0,0.0,1.04817E-7,1.7455133316999997E-4,3.5462717593E-4,6.77103727204E-4,0.001074358472057,0.001460531272722,0.0017856192467769999,0.0020790526,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (conv),biomass (conv) (once through),0.0,0.0,0.0,1.04817E-7,5.0513075317E-5,7.5407415932E-5,1.16384059978E-4,1.4289861926899998E-4,1.51256421339E-4,1.4759263999999998E-4,1.3617944000000003E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (conv),biomass (conv) (recirculating),0.0,0.0,0.0,6.28903E-7,0.0017406879106500002,0.0036189069618900002,0.0069719142999100005,0.0111698927873,0.015339701608749999,0.018958778865245,0.022242739498169,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,biomass,elec_biomass (conv),biomass (conv) (seawater),0.0,0.0,0.0,0.0,7.0043E-5,1.466962E-4,2.842731E-4,4.5834559999999996E-4,6.333953E-4,7.877545000000001E-4,9.297985000000001E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (IGCC),coal (IGCC) (dry cooling),0.0,0.0,0.0,0.0,0.0,2.477E-4,5.685449999999999E-4,9.142740000000001E-4,0.001268646,0.00162306,0.001957088,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (IGCC),coal (IGCC) (once through),0.0,0.0,0.0,0.0,0.0,9.17631E-6,1.818573E-5,2.5013730000000003E-5,2.982959E-5,3.31469E-5,3.499957E-5,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (IGCC),coal (IGCC) (recirculating),0.0,0.0,0.0,0.0,0.0,0.00430453,0.00986292,0.01589899,0.02214455,0.02842874,0.03437961,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (IGCC),coal (IGCC) (seawater),0.0,0.0,0.0,0.0,0.0,1.8782E-4,4.31802E-4,6.99205E-4,9.78633E-4,0.001262189,0.0015332750000000002,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (conv pul),coal (conv pul) (dry cooling),9.55666E-4,0.00550092,0.00469607,0.00739363,0.0084885,0.009020951999999999,0.009557007,0.009923954,0.010100342999999998,0.010127515,0.010072154,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (conv pul),coal (conv pul) (once through),6.69006E-4,0.00385069,0.00328727,0.00517551,0.0048259501,0.004589411200000001,0.0042207247,0.0037060765,0.0030783454,0.00239168504,0.00174478049,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (conv pul),coal (conv pul) (recirculating),0.00605275,0.0348394,0.0297416,0.046826,0.06836239999999999,0.0790514,0.09082720000000001,0.1014498,0.1105478,0.1182433,0.1246327,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,coal,elec_coal (conv pul),coal (conv pul) (seawater),2.8676E-4,0.00165033,0.0014088,0.00221812,0.00320885,0.003711954,0.0042749220000000004,0.004796677,0.005259556,0.005666605,0.006020021,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (CC),gas (CC) (dry cooling),0.00903553,0.0237604,0.0360189,0.0459566,0.0548168,0.0652996,0.08152229999999999,0.1015625,0.12409250000000002,0.1485794,0.171879,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (CC),gas (CC) (once through),0.00632491,0.0166323,0.0252132,0.0321696,0.03544291,0.03937906,0.04484585,0.05054763,0.055997710000000006,0.06127974,0.06556037,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (CC),gas (CC) (recirculating),0.0572252,0.150483,0.22812,0.291059,0.43809200000000004,0.5848629999999999,0.808643,1.085203,1.3938760000000001,1.7250819,2.0354641,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (CC),gas (CC) (seawater),0.00271062,0.00712816,0.0108056,0.013787,0.01941757,0.02520924,0.03410346,0.04514522,0.057515880000000005,0.07086139,0.08341809,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (dry cooling),0.00725978,0.0341271,0.0463709,0.059345,0.0626845,0.06619480999999999,0.06901312999999999,0.06902772,0.06622321,0.06240691999999999,0.058007239999999995,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (once through),0.00508189,0.023889,0.0324596,0.0415416,0.03263229,0.02769827,0.02233818,0.016591028,0.011472105,0.0077772150000000005,0.005132520000000001,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (recirculating),0.0459787,0.216138,0.293683,0.375852,0.456437,0.5167233,0.5753174,0.6085518,0.6132069,0.6036229,0.5828197,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (seawater),0.00217789,0.0102381,0.0139113,0.0178035,0.02068441,0.022990140000000003,0.02520569,0.026370380000000002,0.02635693,0.02578089,0.02478363,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,geothermal,elec_geothermal,geothermal (dry_hybrid),0.0,0.0,0.0,0.0,0.00178003,0.00439828,0.008324709999999999,0.01243485,0.01599093,0.018544989999999997,0.01994782,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,geothermal,elec_geothermal,geothermal (recirculating),0.0,0.0,0.0,0.0,0.00655991,0.014145169999999999,0.024050520000000002,0.03366816,0.04165036,0.04727507,0.04805715000000001,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,hydro,electricity,hydro,0.0408229,0.0516283,0.0603252,0.0564102,0.0615764,0.0667426,0.0719089,0.0770751,0.0822413,0.0874075,0.0925738,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,nuclear,elec_Gen_III,Gen_III (once through),0.0,0.0,0.0,0.0,1.19861E-7,5.467749999999999E-7,1.300703E-6,2.168206E-6,2.94108E-6,3.622325E-6,4.123612E-6,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,nuclear,elec_Gen_III,Gen_III (recirculating),0.0,0.0,0.0,0.0,9.01496E-4,0.005744404999999999,0.016444405,0.032078594,0.049569993,0.06830538100000001,0.08701615800000001,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,nuclear,elec_Gen_III,Gen_III (seawater),0.0,0.0,0.0,0.0,4.61376E-5,3.019995E-4,8.765525E-4,0.0017307535,0.0027001745,0.0037462994,0.0048007843,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (dry cooling),0.0,0.0,0.0,0.0,0.00441655,0.00636738,0.011324122,0.016822193,0.022318541,0.027423565,0.032828692,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (once through),0.0,0.0,0.0,0.0,0.00174419,0.002062735,0.003265933,0.004088752,0.004451337,0.0044561701,0.0040914066999999995,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (recirculating),0.0,0.0,0.0,0.0,0.0421497,0.0633148,0.1132582,0.1709925,0.23139534,0.29006493,0.35498574,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (seawater),0.0,0.0,0.0,0.0,0.00165345,0.00249144,0.004465056,0.006760323,0.009178116,0.011543534000000001,0.014180282999999998,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Northern,electricity,refined liquids,elec_refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),0.0141253,0.0152793,0.0188734,0.0257178,0.01747682,0.01592161,0.01515581,0.01456365,0.014085569999999999,0.01347124,0.013831653999999999,0.0,0.0,0.0,EJ,
