elec gen by gen tech and cooling tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,solar,elec_CSP_storage,CSP_storage (dry_hybrid),0.0,0.0,0.0,0.0,1.37725E-9,1.930785E-8,3.1435985E-7,1.65257985E-6,7.590889850000001E-6,2.6765489850000002E-5,9.82579126E-5,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,solar,elec_CSP_storage,CSP_storage (recirculating),0.0,0.0,0.0,0.0,4.87632E-6,5.661612E-5,7.8082812E-4,0.0036629981199999997,0.015167798120000001,0.048718298119999996,0.1586354218,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,solar,electricity,PV,0.0,5.21028E-5,2.40811E-4,6.75735E-4,0.014464635,0.054363035000000004,0.150421935,0.285836935,0.541122935,0.9446632,1.6073903,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.21392E-5,8.66473E-5,9.207123000000001E-4,0.0039710123,0.0159145123,0.0513597123,0.17056957309999998,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,wind,electricity,wind,0.0,1.03006E-5,1.08405E-4,0.00327891,0.04013951,0.12079411000000001,0.30339811,0.54639911,0.96732911,1.5823902,2.4925226,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,1.21101E-4,0.001275711,0.009945471,0.034993870999999996,0.11366217099999999,0.29324006999999996,0.68074546,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Eastern,electricity,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,7.83916E-5,5.084236E-4,0.0038808336000000004,0.012876953600000001,0.0403744536,0.1075402536,0.307994862,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0314523,0.136251,0.320156,0.444647,0.596367,0.788934,0.973591,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC CCS),biomass (IGCC CCS) (dry cooling),0.0,0.0,0.0,0.0,0.0,0.0,3.43844E-5,3.43844E-5,2.2520040000000003E-4,0.0011287057,0.0031702221,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC CCS),biomass (IGCC CCS) (once through),0.0,0.0,0.0,0.0,0.0,0.0,3.85251E-8,3.84925E-8,1.407067E-7,8.518131099999999E-6,9.866064860000001E-5,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC CCS),biomass (IGCC CCS) (recirculating),0.0,0.0,0.0,0.0,0.0,0.0,0.00133587,0.00521956,0.0121583,0.024887970000000002,0.04629115,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC CCS),biomass (IGCC CCS) (seawater),0.0,0.0,0.0,0.0,0.0,0.0,7.81151E-5,2.274881E-4,6.504021E-4,0.0012212562,0.0021042043,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,electricity,biomass,elec_biomass (IGCC),biomass (IGCC) (dry cooling),0.0,0.0,0.0,0.0,0.0,4.21533E-5,8.82955E-5,1.220266E-4,8.77609E-5,6.157094E-6,2.3801893E-8,0.0,0.0,0.0,EJ,
